CT10,TOTAL_POP,WHITE,BLACK,AMER_IND,ASIAN,PAC_ISLND,OTHER,TWO_MORE,MEANINCOME,LESS_HS,HS_GRAD,SOME_COLGE,BA_HIGHER,AlcoholRel,Arson,Assault,Burglaries,FederalOff,FelonMisc,Fraud,Gambling,GrandTheft,Homicide,MentallyIl,Narcotics,Robberies,SexOffense,Suicide,Vagrancy,Vandalism,VehicBoatL,WeaponLaws,AllCrimes
262604,6477,5480,19,20,532,0,3,423,268304,19,28,81,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262501,4122,3849,33,9,111,0,10,110,302629,19,25,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128601,4828,2586,222,0,321,2,1545,152,56922,61,54,236,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
128102,4929,1544,277,56,415,0,2599,38,41901,69,56,249,58,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
127806,3392,2335,157,0,86,0,772,42,43269,66,99,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127804,4105,1727,211,13,489,0,1520,145,51547,74,53,126,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127803,4169,1704,64,32,286,29,1891,163,52315,98,58,155,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
127711,3682,1900,209,16,395,0,1147,15,89826,94,76,149,19,0,0,3,0,0,1,1,0,1,0,0,4,2,1,0,0,2,3,0,18
127603,3152,1064,97,0,108,1,1873,9,52323,17,51,122,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
113322,4176,2730,69,9,948,0,341,79,102270,23,44,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113421,6618,2395,326,11,900,21,2651,314,68322,111,117,447,45,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,5
115201,6834,3483,515,14,1328,0,1125,369,59916,41,121,1103,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115302,4357,2042,352,10,262,0,1618,73,63202,151,51,284,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115202,5052,2636,588,0,885,0,743,200,68625,44,68,544,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
115101,5210,3507,430,11,608,8,323,323,147227,21,44,318,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117301,3944,2537,98,0,590,0,557,162,103346,0,50,208,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117302,5290,3374,290,14,814,109,487,202,109815,25,83,185,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
117404,4526,2513,156,0,618,0,1026,213,95228,62,32,259,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
115401,5985,3588,404,0,619,6,1183,185,75539,93,41,248,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3
119320,4824,1894,278,0,907,0,1663,82,55759,147,104,149,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117510,3834,1333,101,0,184,0,2092,124,46505,165,53,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119340,3965,2475,87,21,68,0,1295,19,34591,67,67,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119310,4087,2696,93,18,539,0,703,38,54497,103,92,305,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
127102,5462,2575,109,62,296,0,2274,146,59410,297,50,300,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800101,5509,4604,29,24,362,10,62,418,164512,54,85,151,69,1,0,10,15,2,3,25,0,3,0,2,11,38,3,2,0,11,6,4,136
800102,6579,5996,93,0,226,0,48,216,147269,28,144,93,35,8,1,16,16,4,1,33,0,5,0,12,19,42,3,2,0,15,16,3,196
800202,5934,4889,294,28,557,0,17,149,221946,0,64,153,112,2,0,5,13,0,1,18,0,0,0,3,6,22,3,0,0,8,17,1,99
109400,3434,1729,124,37,154,0,1126,264,68250,58,67,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
261200,4140,3555,40,0,441,0,44,60,239674,23,42,115,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262100,2959,2417,47,0,343,0,13,139,312837,36,46,43,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262400,2949,2559,2,0,254,0,0,134,364658,15,28,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262303,2994,2691,0,0,108,0,25,170,343725,9,18,92,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262302,3040,2705,21,0,226,0,9,79,271679,13,12,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106403,3609,2929,3,16,58,0,478,125,65273,114,72,144,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
107010,3165,2157,0,6,50,4,912,36,66350,98,63,201,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106641,2196,1594,32,0,437,0,29,104,135978,23,29,94,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107020,5618,3881,30,39,526,0,1043,99,87470,177,89,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
108101,2462,1695,42,0,590,0,78,57,164009,19,25,114,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117530,6469,2765,162,0,794,62,2618,68,52962,212,107,512,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117405,3615,1320,14,0,123,0,2123,35,38073,153,62,173,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120010,2743,1211,89,0,408,10,887,138,59957,37,56,125,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119900,5100,3061,9,9,1044,0,966,11,77824,38,50,265,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120030,2520,1174,116,0,209,0,1021,0,34551,67,57,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120300,5598,2016,22,138,1257,11,1944,210,77374,70,97,221,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
120020,4461,1469,30,0,925,0,2012,25,45288,95,76,300,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
117520,4102,1553,229,0,275,0,1941,104,46758,112,54,282,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
127520,4165,664,140,65,432,0,2723,141,35150,177,106,105,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
135202,4572,3279,91,18,619,0,376,189,118509,0,87,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135203,7345,5473,192,69,779,0,271,561,107302,74,91,272,61,0,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,3,1,0,11
137302,4389,3684,104,0,448,9,8,136,136616,9,54,244,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
132900,3838,3019,74,0,300,0,330,115,103288,21,55,122,27,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5
131200,3206,1862,224,38,518,37,459,68,90073,38,51,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131600,5162,3160,114,0,659,0,1031,198,77449,0,65,423,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137301,2356,1735,55,2,329,0,95,140,156804,28,26,126,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137201,6003,3429,375,0,743,0,685,771,82135,60,62,342,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137504,2032,1888,25,0,42,0,0,77,237398,18,36,88,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137401,4290,3273,251,54,459,0,23,230,133163,45,49,86,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
106520,5616,4613,30,0,49,0,709,215,73956,71,93,256,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264301,5137,4217,77,0,625,0,61,157,118646,0,18,136,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
265520,4646,3172,164,0,994,0,41,275,124711,75,37,81,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262601,3497,2917,27,0,254,0,8,291,323276,0,43,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265305,4069,2180,103,6,1472,0,133,175,39231,13,117,1677,558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265420,1960,1441,95,0,361,0,22,41,309989,4,25,179,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
265303,4738,2029,102,0,1782,0,435,390,27827,24,141,2879,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265304,3112,1678,22,15,996,0,134,267,32159,22,110,1795,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264000,3002,2813,0,0,60,0,28,101,322074,7,75,56,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265510,4332,2297,10,0,1670,0,247,108,87129,11,171,982,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980019,197,162,8,0,27,0,0,0,188672,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113233,8106,2756,514,0,1125,0,3659,52,52346,60,170,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
108102,3686,2309,80,10,1063,0,87,137,106577,25,41,217,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
108103,2945,2058,10,11,814,0,0,52,159736,0,66,46,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
109300,3475,1737,263,80,534,0,734,127,97338,11,38,254,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109200,2804,1998,31,0,549,54,45,127,99531,13,40,106,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109500,4792,3137,53,0,57,0,1366,179,61430,220,69,224,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111202,5451,2940,143,29,1135,0,816,388,82152,100,50,362,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
111301,7173,3413,708,0,1416,0,1194,442,65012,34,104,351,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111302,5313,3416,378,0,1048,0,318,153,91451,33,110,684,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111400,7939,4203,655,93,1080,18,1201,689,88396,34,124,547,106,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
109700,4362,2126,236,29,451,0,1427,93,88064,12,63,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139303,4292,2728,257,0,360,0,724,223,63948,28,38,127,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
139301,4710,3758,136,0,263,0,388,165,114808,43,47,195,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4
137502,4294,3300,328,18,146,0,203,299,116543,29,16,125,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139302,4981,3030,567,10,363,0,707,304,52554,10,73,219,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
139200,5850,4507,131,0,509,0,613,90,87331,157,187,14,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
139701,5257,4616,57,13,474,19,37,41,183562,28,38,131,133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
139703,2907,2376,13,18,231,0,19,250,175707,17,19,45,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
131020,6049,4122,135,10,788,2,787,205,65850,133,69,403,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
141400,4636,3798,323,0,416,0,26,73,146118,0,35,86,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
141302,5932,4662,451,0,590,0,66,163,109963,17,64,206,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
109100,2757,1753,0,5,459,0,498,42,91750,23,54,146,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
320300,6665,4330,33,94,23,25,1849,311,54275,194,95,342,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
265410,1535,1186,81,0,230,0,14,24,194015,0,14,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265301,10384,4410,328,20,4531,11,287,797,0,0,412,8281,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264302,5378,4463,89,43,470,0,51,262,141265,0,46,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267300,4440,2500,238,40,1027,0,364,271,74102,28,60,173,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267402,4790,3449,200,79,817,0,5,240,95599,34,38,183,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
267501,6782,3550,109,484,1025,0,977,637,89697,92,81,347,291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
267502,3514,2407,81,41,588,0,204,193,90042,0,12,212,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267600,2963,1537,53,0,593,0,585,195,92186,15,54,81,116,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9
109601,5388,2925,84,19,468,0,1765,127,84859,129,101,168,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
141700,3058,2580,89,10,204,16,0,159,258309,9,107,114,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267700,3314,1694,87,22,1067,0,225,219,109697,4,45,119,146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
800325,3525,3191,11,10,212,0,22,79,139906,27,56,100,0,11,1,13,12,1,1,15,0,3,0,1,6,46,2,2,0,11,9,0,134
262200,4856,3952,158,0,457,0,24,265,258007,8,58,174,100,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,6
106642,3230,1979,88,0,360,0,442,361,124010,33,58,69,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800324,6666,5878,176,0,337,0,66,209,172346,15,62,147,72,7,0,22,18,6,2,48,0,6,0,5,21,107,2,3,0,6,28,3,284
800326,5057,4195,202,1,401,25,56,177,176899,29,78,166,53,9,0,9,17,2,5,22,0,0,0,6,11,48,3,2,0,8,44,2,188
273700,2828,2326,113,0,126,0,97,166,139944,0,33,66,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
273600,2334,2062,137,0,94,16,8,17,178729,13,12,17,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
273200,3598,2688,218,119,82,0,229,262,127226,8,67,75,81,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,5
273300,3204,2396,439,21,87,0,94,167,88335,23,33,149,32,1,0,3,1,0,1,1,0,0,0,0,0,2,0,0,0,4,1,0,14
273800,3249,2439,190,10,245,0,163,202,123707,21,44,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274100,4244,3104,500,0,351,0,213,76,143472,0,3,163,335,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10,0,13
275400,3591,2372,150,63,678,0,89,239,128042,11,39,63,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117303,3520,2061,89,2,525,0,718,125,99658,25,55,320,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115301,4203,2558,296,20,779,0,337,213,92394,23,29,404,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800328,2924,2217,125,6,377,0,32,167,117194,37,52,176,68,2,0,10,7,1,2,12,0,4,0,3,7,14,0,1,0,2,12,2,79
800204,4703,3831,12,0,478,0,38,344,214237,0,114,85,41,12,2,6,32,2,4,28,0,11,0,5,10,39,3,0,0,6,29,0,189
128500,4545,3274,408,0,389,0,348,126,78909,47,51,210,69,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,4
141600,4076,3586,30,37,287,0,6,130,234292,31,98,60,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571704,4213,1190,956,68,304,110,1337,248,48537,120,79,197,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
570403,5173,1725,756,11,311,0,2275,95,57832,118,113,272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3
544002,3332,1665,204,0,496,112,670,185,92233,78,85,156,0,5,0,7,26,2,0,7,0,26,1,2,17,17,3,0,0,8,19,8,148
544001,4566,2380,234,0,571,268,913,200,67437,94,61,270,21,5,1,23,27,0,4,7,0,37,0,1,14,63,2,0,0,27,35,6,252
543905,4567,2016,853,7,496,33,834,328,78646,118,78,176,11,8,0,29,15,0,3,7,0,32,2,4,37,62,9,0,0,19,49,11,287
650901,6147,4145,55,71,1241,0,325,310,81432,120,124,583,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
650401,4607,2398,0,11,1553,20,234,391,121118,0,51,323,122,0,0,6,0,0,1,0,0,1,0,0,3,1,0,0,0,2,0,0,14
650004,3962,1413,225,14,1615,11,188,496,80764,21,81,239,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
650003,3185,1182,124,0,1100,0,447,332,68660,36,77,231,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
621326,2990,2393,40,59,234,0,164,100,135067,8,32,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
621324,3977,3455,54,0,267,0,107,94,137434,47,43,101,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621204,3161,2088,159,0,444,11,417,42,104345,0,60,45,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621104,6881,5836,206,14,410,0,22,393,170950,14,48,23,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621004,4303,3942,2,14,98,0,48,199,178140,1,39,85,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620904,2852,2640,0,0,140,0,0,72,291730,23,18,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620305,5742,4851,56,199,172,0,264,200,204005,38,72,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543306,7465,1980,961,16,2820,413,687,588,84627,57,149,236,142,13,2,41,28,3,7,54,0,49,0,5,28,247,7,1,0,24,77,10,596
542106,3395,1584,416,0,31,0,1180,184,46148,141,38,212,6,6,1,24,6,0,0,11,0,42,1,11,33,52,4,0,0,17,43,7,258
542105,4893,2672,561,30,42,0,1525,63,56030,175,95,254,0,1,1,37,11,1,0,3,0,31,0,5,20,46,5,1,0,15,34,7,218
570404,3525,1266,682,0,119,102,1210,146,62162,77,51,213,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265602,2904,2292,56,0,365,0,70,121,189654,6,15,54,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276604,4106,2415,571,36,734,0,133,217,75420,0,60,485,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276603,5238,3415,426,12,652,0,511,222,98420,45,17,63,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269907,2970,1870,430,0,376,35,117,142,73102,16,22,109,157,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5
269906,3007,1753,261,21,636,50,65,221,84514,4,46,36,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267901,2355,1831,6,0,453,28,0,37,245064,0,9,0,50,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,5
604002,4855,2523,279,0,780,44,923,306,68331,101,82,238,25,4,0,20,17,0,3,12,0,20,0,2,27,55,4,0,0,9,44,3,220
604001,4550,2672,297,23,308,119,702,429,64212,125,61,220,21,4,0,16,8,0,2,6,0,17,0,1,21,26,1,0,0,8,33,3,146
603802,4090,2059,241,14,437,216,846,277,68895,136,47,219,21,3,0,22,16,0,3,7,0,14,0,1,9,22,3,0,0,14,27,9,150
603801,4763,1303,927,27,391,40,1164,911,63227,177,77,309,19,2,0,21,11,0,2,9,0,33,0,1,18,66,5,0,0,18,43,10,239
603006,1935,369,260,8,897,46,250,105,62509,6,29,70,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
603005,5638,751,1966,0,703,0,2026,192,56140,35,110,220,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602802,3765,324,2437,1,45,0,861,97,58530,84,86,148,33,9,1,39,32,0,3,17,0,30,2,5,27,53,2,1,1,23,10,6,261
602801,3519,775,1100,0,37,0,1448,159,45504,95,109,189,28,24,3,101,24,0,9,19,0,26,0,9,72,117,19,5,0,39,33,14,514
602509,4137,1544,647,68,508,70,984,316,63481,135,75,227,11,0,0,9,8,0,1,2,0,13,0,1,1,7,0,0,0,8,1,1,52
602508,7115,1937,2123,82,406,0,1713,854,55648,180,118,464,96,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4
602302,3736,2739,158,9,333,6,55,436,138977,6,51,67,6,1,0,2,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,10
600304,3412,1111,1306,22,24,0,902,47,35220,56,38,185,0,17,0,75,32,0,7,17,0,23,1,1,49,54,5,1,1,33,18,13,347
535002,3534,1745,219,12,8,0,1513,37,49704,69,67,255,10,9,2,47,11,0,6,4,0,34,3,2,19,68,2,0,2,13,17,6,245
535001,4456,1601,413,0,0,0,2405,37,44968,231,82,263,23,9,0,39,5,0,1,14,0,25,1,3,23,19,2,0,2,10,12,8,173
533001,4433,1371,69,9,0,0,2862,122,44619,175,109,173,0,5,0,35,7,0,3,3,0,21,1,1,22,46,4,0,2,13,15,5,183
275602,8905,4605,1053,0,2389,14,237,607,144041,18,53,737,151,0,0,0,5,0,0,0,0,1,0,1,0,8,0,0,0,1,5,0,21
275101,1235,781,50,0,312,0,64,28,77868,0,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241201,2884,822,1070,4,10,0,896,82,46730,57,29,139,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
239801,3524,1090,597,0,6,0,1806,25,41179,64,41,226,12,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,7
234901,2499,528,1106,69,0,0,789,7,25617,31,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
212501,2149,638,156,17,643,0,670,25,52884,49,30,85,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234502,2721,646,1756,22,37,0,185,75,46853,206,54,143,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,7
234501,2596,754,1447,6,12,0,325,52,51926,17,22,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,8
219901,4444,2483,718,0,5,0,1191,47,40155,102,88,185,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
212701,2528,694,109,15,1312,0,340,58,64845,41,43,92,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,5
208301,2089,1110,15,51,66,7,809,31,49238,191,52,69,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207502,2610,667,96,0,1655,0,31,161,58139,0,23,8,121,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,7
207301,4847,2638,765,83,599,0,435,327,68878,0,50,42,25,0,0,23,1,0,1,2,0,1,0,6,11,11,2,0,0,7,2,3,70
207102,2366,255,185,55,1727,0,137,7,32892,11,21,81,10,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,2,8,0,17
207101,3630,788,285,0,2026,0,366,165,45901,51,60,150,164,0,0,2,1,0,0,0,0,0,0,2,2,3,0,0,0,2,0,1,13
207501,2263,992,107,0,788,0,203,173,78865,0,12,63,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207302,4364,2258,662,34,548,0,371,491,62298,28,95,175,64,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4
206031,3381,1581,165,6,1303,15,113,198,104700,0,18,66,102,1,0,6,0,0,0,1,0,4,0,4,4,14,1,0,0,7,7,1,50
980028,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,2,70,0,2,0,5,0,3,25,13,0,0,0,3,2,0,130
980025,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,4,0,0,1,0,5,0,0,2,5,0,0,0,1,4,0,24
651304,4850,4021,129,0,211,0,62,427,126859,0,25,43,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278001,2567,1992,143,0,246,21,50,115,91539,29,42,122,53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
240401,5562,1511,1506,0,35,0,2463,47,42400,96,152,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
237102,3239,881,615,11,0,0,1703,29,36215,122,44,121,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534803,4188,2264,0,45,78,0,1766,35,42865,106,79,166,0,8,0,33,6,0,5,9,0,41,0,6,45,57,23,0,0,23,22,6,284
534802,3007,1714,0,0,100,0,1116,77,55971,98,75,77,30,0,0,20,14,0,5,4,0,29,1,2,26,35,6,0,1,19,8,5,175
533403,2914,2400,8,4,8,0,460,34,47437,80,52,174,8,5,2,18,16,0,0,11,0,40,0,0,28,68,7,0,1,20,37,7,260
533402,4004,3266,0,0,0,0,690,48,48907,88,94,202,24,4,0,24,14,0,0,2,0,23,0,0,13,29,7,0,0,7,34,3,160
533300,3348,2770,0,0,0,0,576,2,40506,51,53,176,8,1,1,22,12,0,0,9,0,16,0,0,2,13,4,0,0,6,9,0,95
